epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
220,0.7278,0.9937940544128417,0.715,0.9354,0.715,1.2090793951416015,0.6564,0.87564,0.6564,0.08815425249768555
221,0.7278,0.9738984405517578,0.7156,0.9394,0.7156,1.1897770404052734,0.66028,0.87896,0.66028,0.08609965341604982
222,0.7278,1.016042529296875,0.7132,0.9266,0.7132,1.322666333618164,0.63652,0.85464,0.63652,0.08406428882546008
223,0.7306,0.961850259399414,0.7306,0.938,0.7306,1.218913970336914,0.65624,0.87316,0.65624,0.08204839758497517
224,0.7306,1.0334906097412109,0.7158,0.9308,0.7158,1.2576876568603517,0.6448,0.86972,0.6448,0.08005221626837032
225,0.7306,1.0144991584777832,0.7114,0.9308,0.7114,1.1766294836425781,0.66308,0.88388,0.66308,0.0780759791363737
226,0.7306,0.947655997467041,0.7296,0.937,0.7296,1.1903923016357423,0.65976,0.8802,0.65976,0.07611991810917473
227,0.7306,0.9493257339477539,0.7298,0.9332,0.7298000000000001,1.1583444573974608,0.67124,0.883,0.67124,0.07418426273920792
228,0.7306,0.9762754859924316,0.723,0.9384,0.723,1.1931448071289064,0.66244,0.8804,0.66244,0.07226924018421298
229,0.7306,0.9552386619567871,0.7224,0.9398,0.7224,1.145884800415039,0.671,0.88548,0.671,0.07037507518057759
230,0.7322,0.9194328674316407,0.7322,0.9474,0.7322,1.155004041748047,0.67636,0.87824,0.67636,0.06850199001696328
231,0.7322,0.9404441772460937,0.728,0.939,0.728,1.1589895770263672,0.67108,0.88152,0.67108,0.06665020450821878
232,0.7368,0.9333402244567871,0.7368,0.9398,0.7368000000000001,1.0987923150634766,0.6874,0.89008,0.6874,0.06481993596958406
233,0.7368,1.0187560737609864,0.7242,0.9386,0.7242,1.1720403729248048,0.66736,0.88492,0.66736,0.06301139919118695
234,0.7368,0.992792892074585,0.7248,0.9348,0.7248,1.1646866284179687,0.66832,0.88512,0.66832,0.06122480641283716
235,0.7368,0.9793625106811523,0.7338,0.9352,0.7338,1.097126205444336,0.68664,0.89088,0.68664,0.0594603672991185
236,0.7368,0.9470788818359375,0.7344,0.9454,0.7344,1.0799754406738282,0.68732,0.893,0.68732,0.057718288914784095
237,0.7532,0.8998521995544434,0.7532,0.9432,0.7532,1.0491903491210937,0.69724,0.89584,0.69724,0.05599877570045645
238,0.7532,0.8836738922119141,0.7464,0.9448,0.7463999999999998,1.0554155554199218,0.6976,0.89628,0.6976,0.054302029448635034
239,0.7532,0.9042610733032227,0.7492,0.9446,0.7492000000000001,1.0894842712402344,0.69128,0.89284,0.69128,0.05262824928001554
240,0.7532,0.9037269218444824,0.7498,0.943,0.7498,1.0432654028320312,0.70076,0.89888,0.70076,0.05097763162012194
241,0.7532,0.8999481201171875,0.7422,0.9436,0.7421999999999999,1.0375534063720704,0.70048,0.9008,0.70048,0.049350370176255064
242,0.7532,0.9551751197814942,0.738,0.9418,0.738,1.067535463256836,0.6934,0.89732,0.6934,0.04774665591476038
243,0.7532,0.9049731033325196,0.7436,0.9418,0.7436,1.1176129290771484,0.69484,0.88572,0.69484,0.0461666770386168
244,0.7532,0.9243830753326416,0.7454,0.9462,0.7454,1.0224357629394532,0.70688,0.89924,0.70688,0.04461061896535083
245,0.7532,0.9032335884094238,0.751,0.9428,0.751,0.9896674041748047,0.71592,0.90268,0.71592,0.043078664305276494
246,0.7532,0.8938068008422851,0.7498,0.9516,0.7498,0.9788734423828125,0.72092,0.90492,0.7209199999999999,0.04157099284006551
247,0.7612,0.86533486328125,0.7612,0.9496,0.7612,1.0021563513183593,0.71896,0.90152,0.7189600000000002,0.0400877815016491
248,0.7612,0.9328478713989258,0.7458,0.9428,0.7458,1.0106784692382813,0.7162,0.90144,0.7162,0.03862920435145387
249,0.7612,0.8887598781585694,0.7592,0.9478,0.7592,0.9569855395507813,0.72824,0.90712,0.72824,0.03719543255997558
250,0.77,0.807828881072998,0.77,0.9546,0.7699999999999999,0.9078319464111329,0.7404,0.91168,0.7404,0.03578663438669084
251,0.77,0.8741583377838135,0.7564,0.949,0.7564,0.95395818359375,0.72612,0.91052,0.72612,0.03440297516031156
252,0.77,0.890981346130371,0.7562,0.948,0.7562,0.9085263491821289,0.74352,0.9112,0.74352,0.033044617259382965
253,0.77,0.862998210144043,0.7622,0.9464,0.7622,0.913261494140625,0.74188,0.91084,0.74188,0.03171172009322724
254,0.77,0.8629864990234375,0.765,0.9518,0.765,0.9165875515747071,0.7372,0.91208,0.7372,0.03040444008323667
255,0.77,0.8509464038848877,0.7644,0.9536,0.7644,0.8914094818115235,0.7446,0.91768,0.7446,0.029122930644516525
256,0.77,0.8574140075683594,0.7656,0.9496,0.7656,0.88479427734375,0.74676,0.91708,0.74676,0.027867342167881393
257,0.7762,0.8218433067321778,0.7762,0.9518,0.7761999999999999,0.8580103497314453,0.75416,0.91904,0.75416,0.026637822002206078
258,0.7762,0.837457243347168,0.7646,0.9564,0.7646000000000001,0.8601281414794922,0.75372,0.91796,0.75372,0.025434514437133335
259,0.7762,0.8379954765319825,0.7706,0.9544,0.7706,0.8473736889648438,0.75696,0.92108,0.75696,0.0242575606861412
260,0.7856,0.7780300003051758,0.7856,0.9566,0.7856,0.8247890979003907,0.76636,0.9202,0.76636,0.023107098869970612
261,0.7856,0.786490119934082,0.7832,0.9576,0.7832,0.8141894635009765,0.7684,0.92076,0.7684,0.021983264000416575
262,0.7856,0.8399415107727051,0.7712,0.9542,0.7712,0.83434359375,0.76216,0.91988,0.76216,0.02088618796448403
263,0.7856,0.8072207313537597,0.7816,0.9558,0.7816,0.7948664178466797,0.77228,0.9268,0.77228,0.01981599950890983
264,0.7866,0.7723998748779297,0.7866,0.9592,0.7866,0.8000564654541016,0.7744,0.92484,0.7744000000000001,0.018772824225054253
265,0.7868,0.782142529296875,0.7868,0.9592,0.7868,0.7746531756591797,0.77996,0.92696,0.77996,0.017756784534162053
266,0.7894,0.7950834400177001,0.7894,0.9604,0.7894,0.7747471566772461,0.779,0.92964,0.779,0.016767999672995828
267,0.7894,0.7953936233520508,0.7882,0.96,0.7882,0.7567928820800781,0.78188,0.92704,0.78188,0.015806585679843183
268,0.7894,0.7878913185119629,0.7884,0.9614,0.7884,0.7369275457763672,0.7922,0.93048,0.7922,0.014872655380898757
269,0.7894,0.7868108863830566,0.7862,0.9572,0.7862,0.7385330584716797,0.7894,0.93048,0.7894,0.013966318377024086
270,0.7894,0.7699628616333007,0.7874,0.9586,0.7874,0.7342489556884766,0.79316,0.92916,0.79316,0.013087681030885003
271,0.7894,0.7665907020568847,0.7892,0.9592,0.7892,0.7160746426391602,0.797,0.9328,0.797,0.012236846454469763
272,0.7926,0.7638658966064453,0.7926,0.9598,0.7926,0.7231477917480469,0.79644,0.93088,0.79644,0.011413914496988323
273,0.7936,0.761854965209961,0.7936,0.9598,0.7936,0.7138064904785156,0.79836,0.93116,0.7983599999999998,0.010618981733154604
274,0.7936,0.7943762092590332,0.7856,0.9572,0.7856,0.7080909442138672,0.79996,0.93348,0.79996,0.009852141451853026
275,0.7936,0.7652758800506592,0.7924,0.959,0.7924,0.7217208709716797,0.79588,0.92896,0.79588,0.00911348364519053
276,0.7952,0.7603354969024658,0.7952,0.96,0.7952000000000001,0.69822025390625,0.80404,0.9326,0.8040399999999999,0.008403094997935777
277,0.7952,0.765863138961792,0.7932,0.9614,0.7932,0.6828643524169922,0.80596,0.93644,0.80596,0.007721058877346277
278,0.7982,0.7514150512695312,0.7982,0.9606,0.7981999999999999,0.6751721383666992,0.81084,0.93448,0.81084,0.007067455323384696
279,0.8052,0.7353805229187012,0.8052,0.9626,0.8052000000000001,0.6867495294189453,0.80956,0.93316,0.8095599999999998,0.0064423610393261
280,0.8052,0.7359223426818847,0.802,0.9632,0.802,0.6717082006835937,0.80968,0.93612,0.80968,0.00584584938275619
281,0.8052,0.7393769996643066,0.7994,0.9616,0.7994,0.6667086373901367,0.81132,0.9364,0.81132,0.005277990356962707
282,0.8052,0.7466213180541992,0.8016,0.9626,0.8016,0.6361525866699219,0.82164,0.93972,0.8216399999999999,0.004738850602720052
283,0.8052,0.7376925697326661,0.7996,0.9638,0.7996,0.6539950784301758,0.81592,0.93956,0.81592,0.004228493390468801
284,0.8058,0.7313417362213135,0.8058,0.9644,0.8058,0.6540372085571289,0.81748,0.93732,0.8174800000000001,0.0037469786128906933
285,0.8058,0.722025138092041,0.8038,0.9648,0.8038,0.635474158630371,0.82236,0.93988,0.8223599999999999,0.003294362777879736
286,0.8058,0.7189178680419922,0.804,0.9646,0.804,0.6201848028564453,0.82564,0.94388,0.8256400000000002,0.0028706990019109957
287,0.8078,0.7238958381652832,0.8078,0.9644,0.8078,0.6378369384765625,0.8212,0.93976,0.8212,0.002476037003806959
288,0.8078,0.7211129043579102,0.8074,0.9636,0.8074,0.6228778576660157,0.82572,0.94112,0.82572,0.0021104230989030153
289,0.8078,0.7262813091278076,0.8066,0.963,0.8066,0.6385790103149414,0.81912,0.94048,0.81912,0.001773900193611928
290,0.8078,0.7233487380981445,0.807,0.965,0.807,0.6238972406005859,0.82576,0.93904,0.82576,0.0014665077803886779
291,0.8078,0.7197061706542969,0.8068,0.965,0.8068000000000001,0.6151878857421875,0.8262,0.94204,0.8262,0.0011882819330959003
292,0.8078,0.7239182067871094,0.8064,0.9646,0.8064,0.6165738052368164,0.82724,0.94096,0.82724,0.0009392553027703376
293,0.808,0.7237205627441406,0.808,0.9648,0.808,0.6314332278442383,0.82664,0.93748,0.82664,0.0007194571137911883
294,0.8088,0.7236431655883789,0.8088,0.9648,0.8088,0.6079723825073242,0.83092,0.94336,0.83092,0.0005289131604504694
295,0.809,0.7222007526397705,0.809,0.9642,0.809,0.6130288760375977,0.82764,0.94272,0.82764,0.0003676458039259709
296,0.809,0.7240278644561767,0.8078,0.9642,0.8078,0.6178606600952149,0.82836,0.9424,0.82836,0.00023567396965694398
297,0.809,0.7255911411285401,0.8066,0.9646,0.8066,0.6303578033447266,0.82476,0.93992,0.82476,0.00013301314512329855
298,0.809,0.7245905681610108,0.8076,0.9638,0.8076,0.6120371133422852,0.83112,0.94184,0.8311200000000001,5.967537802797735e-05
299,0.809,0.7201517528533935,0.8076,0.9648,0.8076,0.6033195858764648,0.83048,0.94436,0.83048,1.5669274883117636e-05
300,0.809,0.7202619136810303,0.8088,0.9648,0.8088,0.6136545861816406,0.82884,0.94176,0.82884,1e-06
