epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
40,0.64672,1.66318005859375,0.62236,0.85772,0.62236,2.3417677313778458,0.4778409718989427,0.7184009067569271,0.4778409718989427,0.48691355452984486
41,0.64672,1.603074697265625,0.62208,0.86076,0.62208,2.323535014354848,0.477380120163976,0.7195966301773812,0.477380120163976,0.48603493299920963
42,0.65256,1.50713919921875,0.65256,0.87536,0.65256,2.1739279136304273,0.5050608059611794,0.7455070848169594,0.5050608059611794,0.48512861230943366
43,0.66084,1.472563994140625,0.66084,0.8828,0.66084,2.120262078871001,0.5175536246144649,0.7546914239540145,0.5175536246144649,0.48419469882126825
44,0.66084,1.540152021484375,0.64864,0.87852,0.64864,2.180272090921469,0.5053488382955337,0.7452673173602538,0.5053488382955337,0.48323330213360205
45,0.66084,1.54113544921875,0.65084,0.87304,0.65084,2.177029220903127,0.5069555916417687,0.7462995629693175,0.5069555916417687,0.482244535070599
46,0.66084,1.690118681640625,0.61764,0.8522,0.61764,2.394190364857418,0.4701310469274735,0.7109961403667197,0.47013104692747343,0.4812285136684578
47,0.66084,1.479972138671875,0.65292,0.87728,0.65292,2.194640649831842,0.5040814960243754,0.7408565303157925,0.5040814960243754,0.4801853571617949
48,0.66084,1.555017802734375,0.6448,0.8742,0.6448,2.2306709154314683,0.49630773685988705,0.7369828846516132,0.49630773685988705,0.47911518796965136
49,0.66084,1.61872056640625,0.63512,0.86552,0.63512,2.275433788418137,0.4896300574974817,0.7300405269279094,0.4896300574974817,0.47801813168112695
50,0.66084,1.540244638671875,0.65036,0.87468,0.65036,2.2153451275681584,0.5001315607148806,0.7411663596916653,0.5001315607148806,0.47689431704064106
51,0.66084,1.738838232421875,0.60808,0.8426,0.60808,2.4432740691398265,0.463387976440512,0.7024999649690404,0.463387976440512,0.4757438759328245
52,0.66084,1.63572947265625,0.618,0.85384,0.618,2.3725968894764224,0.4692093434575401,0.7098082016039509,0.4692093434575401,0.4745669433670423
53,0.66084,1.528181611328125,0.65428,0.87864,0.65428,2.1792312409469905,0.5077776514933309,0.745152104426512,0.5077776514933309,0.473363657461549
54,0.66084,1.54059796875,0.64204,0.87384,0.64204,2.2246507140790475,0.4984905548748305,0.7379544099307321,0.4984905548748305,0.4721341594272809
55,0.66084,1.50731537109375,0.65956,0.8798,0.65956,2.1403046759704965,0.517780936618874,0.7518437961727509,0.517780936618874,0.4708785935512836
56,0.66084,1.53363541015625,0.64228,0.87216,0.64228,2.195144373060282,0.502594626406493,0.7438489527300016,0.502594626406493,0.4695971071797795
57,0.66084,1.6209472265625,0.63652,0.8714,0.63652,2.203564601672081,0.504891100423641,0.7435251109702953,0.504891100423641,0.4682898507008761
58,0.66084,1.615507119140625,0.63372,0.86328,0.63372,2.238655250916729,0.4949983574372284,0.7348779132135222,0.4949983574372284,0.46695697752691734
59,0.66084,1.54706908203125,0.63928,0.86904,0.63928,2.2215695309827064,0.4977992772723805,0.7367804835517968,0.4977992772723805,0.4655986440764799
60,0.66084,1.5709124609375,0.63508,0.86576,0.63508,2.236665578317293,0.49575658309577153,0.7356937453389362,0.49575658309577153,0.46421500975601654
61,0.66084,1.47480029296875,0.65824,0.88096,0.65824,2.1275843653306037,0.5165961117191794,0.7527950813418881,0.5165961117191794,0.4628062369411497
62,0.66084,1.4824595703125,0.656,0.87956,0.656,2.110883537611975,0.5208091684584354,0.7567169918837159,0.5208091684584354,0.46137249095761523
63,0.66084,1.578237138671875,0.63532,0.86572,0.63532,2.3083783956935298,0.4848238098426098,0.7235979442275985,0.4848238098426098,0.4599139400618613
64,0.6754,1.43950478515625,0.6754,0.8888,0.6754,2.071617542174782,0.5293395963499297,0.764546800583538,0.5293395963499297,0.4584307554213023
65,0.6754,1.509352529296875,0.6646,0.88724,0.6646,2.0927375229741667,0.5273140284202282,0.7616804896238297,0.5273140284202282,0.456923111094232
66,0.6754,1.826679384765625,0.60172,0.836,0.60172,2.46636347444635,0.46033794755943197,0.6989906412845308,0.46033794755943197,0.4553911840093967
67,0.6754,1.566936298828125,0.63412,0.86548,0.63412,2.267232087843245,0.49048169904824773,0.7298754921849822,0.49048169904824773,0.45383515394523205
68,0.6754,1.551762705078125,0.64264,0.87412,0.64264,2.2513429446771624,0.4953081868131013,0.7347876111843734,0.4953081868131013,0.45225520350876514
69,0.6754,1.511361943359375,0.6504,0.8796,0.6504,2.130951474380412,0.5126524041358329,0.7556816324115779,0.5126524041358329,0.4506515181141848
70,0.6754,1.593436162109375,0.6426,0.86644,0.6426,2.273439328900413,0.4926084675278574,0.7319228571562023,0.4926084675278574,0.44902428596108257
71,0.6754,1.504221171875,0.65564,0.8786,0.65564,2.152439148357172,0.5098670536160513,0.7501124883035518,0.5098670536160513,0.4473736980123663
72,0.6754,1.792259833984375,0.60192,0.83348,0.60192,2.54349663778658,0.4500948949771832,0.684598366156045,0.45009489497718314,0.4456999479718501
73,0.6754,1.5402263427734375,0.65144,0.87396,0.65144,2.212095278915892,0.501523457509003,0.7399535100243037,0.501523457509003,0.44400323226152233
74,0.6754,1.538117861328125,0.6432,0.87172,0.6432,2.2451757223861284,0.49660978157807467,0.7325534144287074,0.49660978157807467,0.44228374999849435
75,0.6782,1.409253427734375,0.6782,0.89244,0.6782,2.0206772204112218,0.5380366159158884,0.7702062467207129,0.5380366159158884,0.4405417029716336
76,0.6782,1.581051845703125,0.64124,0.87004,0.64124,2.2260003857571564,0.4977572401208802,0.7382222021551046,0.4977572401208802,0.43877729561788253
77,0.6782,1.5657565625,0.65032,0.8762,0.65032,2.2095364621248064,0.5046824715976764,0.7418763204725599,0.5046824715976764,0.436990734998267
78,0.6782,1.490827919921875,0.6644,0.88176,0.6644,2.110866909879645,0.5224252633938928,0.7570688584110891,0.5224252633938928,0.4351822307735971
79,0.6782,1.42045099609375,0.66752,0.89012,0.66752,2.0274073143147495,0.5343560297623032,0.7712634032343696,0.5343560297623032,0.43335199517986184
80,0.6782,1.457589189453125,0.65832,0.88128,0.65832,2.092539667422638,0.520511794534859,0.7579516385925962,0.520511794534859,0.4315002430033232
81,0.6782,1.492045263671875,0.65188,0.87812,0.65188,2.1830399523791204,0.5039413721860408,0.7435095416549248,0.5039413721860408,0.42962719155530926
82,0.6782,1.51829943359375,0.6522,0.87724,0.6522,2.198480660111178,0.5045906126369906,0.74096862938646,0.5045906126369906,0.42773306064671224
83,0.6782,1.457947177734375,0.66708,0.88696,0.66708,2.096668480329727,0.5230636053240831,0.7588297479794921,0.5230636053240831,0.42581807256219223
84,0.6782,1.4495461328125,0.66284,0.88748,0.66284,2.043311216021064,0.5309681467376836,0.7663061332204039,0.5309681467376836,0.4238824520340917
85,0.6782,1.606902001953125,0.63412,0.86456,0.63412,2.301128049277783,0.4890539928287733,0.725341707549094,0.4890539928287733,0.4219264262160617
86,0.6782,1.50273541015625,0.64884,0.87608,0.64884,2.1230976225676716,0.5150329524559817,0.7544080624142715,0.5150329524559817,0.4199502246564045
87,0.6782,1.49084099609375,0.65888,0.88012,0.65888,2.1295650416709684,0.5168779163273853,0.7518655932142696,0.5168779163273853,0.4179540792711352
